"country","year","energy_use"
"Dominican Republic",2001,807.689432739957
"Dominican Republic",2000,845.317957083835
"Dominican Republic",1999,798.701852990962
"Dominican Republic",1998,779.868115988576
"Dominican Republic",1997,749.884786350459
"Dominican Republic",1996,683.567693427891
"Dominican Republic",1995,666.780266165914
"Dominican Republic",1994,646.844211770841
"Dominican Republic",1993,574.139059359769
"Dominican Republic",1992,604.23462504746
"Dominican Republic",1991,556.012981970493
"Dominican Republic",1990,563.168431382561
"Ecuador",2012,794.640465831471
"Ecuador",2011,817.914717994704
"Ecuador",2010,785.178175379772
"Ecuador",2009,789.774727483296
"Ecuador",2008,674.289224026521
"Ecuador",2007,744.518021714397
"Ecuador",2006,669.5001899128
"Ecuador",2005,678.105509276245
"Ecuador",2004,661.116887667032
"Ecuador",2003,696.572575794756
"Ecuador",2002,698.472810256967
"Ecuador",2001,728.269954951613
"Ecuador",2000,698.191748517623
"Ecuador",1999,641.032993271214
"Ecuador",1998,724.846190801687
"Ecuador",1997,717.904095801095
"Ecuador",1996,704.00997144767
"Ecuador",1995,680.754350383071
"Ecuador",1994,592.290457973156
"Ecuador",1993,564.131453020611
"Ecuador",1992,617.197451178838
"Ecuador",1991,622.595947569776
"Ecuador",1990,605.753754819334
"Egypt, Arab Rep.",2012,857.765239810059
"Egypt, Arab Rep.",2011,853.498900348199
"Egypt, Arab Rep.",2010,831.42357335149
"Egypt, Arab Rep.",2009,864.941785987599
"Egypt, Arab Rep.",2008,862.037283822417
"Egypt, Arab Rep.",2007,846.264663092989
"Egypt, Arab Rep.",2006,805.625187353489
"Egypt, Arab Rep.",2005,777.437761546556
"Egypt, Arab Rep.",2004,680.603833520331
"Egypt, Arab Rep.",2003,642.569304696812
"Egypt, Arab Rep.",2002,632.033636047346
"Egypt, Arab Rep.",2001,625.647743513588
"Egypt, Arab Rep.",2000,568.683961528496
"Egypt, Arab Rep.",1999,608.474920719604
"Egypt, Arab Rep.",1998,607.896229336141
"Egypt, Arab Rep.",1997,579.625647941252
"Egypt, Arab Rep.",1996,568.662885849726
"Egypt, Arab Rep.",1995,547.448600764743
"Egypt, Arab Rep.",1994,526.195289726636
"Egypt, Arab Rep.",1993,559.375649618293
"Egypt, Arab Rep.",1992,551.96843788831
"Egypt, Arab Rep.",1991,550.56121516509
"Egypt, Arab Rep.",1990,563.682732895415
"El Salvador",2012,685.752932543823
"El Salvador",2011,699.184289503497
"El Salvador",2010,695.13483241997
"El Salvador",2009,691.590211958652
"El Salvador",2008,741.196213179778
"El Salvador",2007,740.975998038428
"El Salvador",2006,784.51159312983
"El Salvador",2005,746.560056391242
"El Salvador",2004,725.913426131878
"El Salvador",2003,732.940214695938
"El Salvador",2002,703.939180955787
"El Salvador",2001,693.117761157764
"El Salvador",2000,665.796254817922
"El Salvador",1999,640.119131943202
"El Salvador",1998,620.961165713381
"El Salvador",1997,608.038012966061
"El Salvador",1996,553.728735203911
"El Salvador",1995,584.326036260078
"El Salvador",1994,554.852435553741
"El Salvador",1993,529.653149616577
"El Salvador",1992,510.305453363942
"El Salvador",1991,497.032999027663
"El Salvador",1990,459.964349987209
"Estonia",2012,4174.38776559391
"Estonia",2011,4237.72919132254
"Estonia",2010,4222.7371899585
"Estonia",2009,3648.97884250083
"Estonia",2008,4105.41773553014
"Estonia",2007,4243.64799952263
"Estonia",2006,3775.03508289959
"Estonia",2005,3846.3929434777
"Estonia",2004,3893.39547172581
"Estonia",2003,3798.03825726625
"Estonia",2002,3415.78062130714
"Estonia",2001,3541.51205051455
"Estonia",2000,3374.70838985386
"Estonia",1999,3462.76696752513
"Estonia",1998,3695.1706734307
"Estonia",1997,4010.91576845166
"Estonia",1996,4043.28995460563
"Estonia",1995,3624.43113555714
"Estonia",1994,3752.3873275743
"Estonia",1993,3639.26919246544
"Estonia",1992,4283.1586644237
"Estonia",1991,5841.39064915834
"Estonia",1990,6232.73199785365
"Ethiopia",2012,480.263168482206
"Ethiopia",2011,480.235815381983
"Ethiopia",2010,477.975973206239
"Ethiopia",2009,478.194769823753
"Ethiopia",2008,478.446705822823
"Ethiopia",2007,477.768813268569
"Ethiopia",2006,476.641856268678
"Ethiopia",2005,475.90163358846
"Ethiopia",2004,477.798005036479
"Ethiopia",2003,477.440833487064
"Ethiopia",2002,476.364942826915
"Ethiopia",2001,476.397881671075
"Ethiopia",2000,472.732200641226
"Ethiopia",1999,472.278755176187
"Ethiopia",1998,473.51462806146
"Ethiopia",1997,473.714118485508
"Ethiopia",1996,475.159866905596
"Ethiopia",1995,474.463701152763
"Ethiopia",1994,472.793459916936
"Ethiopia",1993,470.599166354227
"Ethiopia",1992,467.164295840882
"Ethiopia",1991,474.992365446119
"Ethiopia",1990,479.000773485599
"Finland",2012,6275.77096367897
"Finland",2011,6537.63729819133
"Finland",2010,6828.78375314542
"Finland",2009,6268.30054519017
"Finland",2008,6669.1733483595
"Finland",2007,6974.89676140919
"Finland",2006,7111.856821567
"Finland",2005,6562.02231144836
"Finland",2004,7134.85420908111
"Finland",2003,7077.0266490748
"Finland",2002,6728.58140544607
"Finland",2001,6410.62523419393
"Finland",2000,6262.19207918382
"Finland",1999,6283.95825823535
"Finland",1998,6319.32660107756
"Finland",1997,6276.95169202902
"Finland",1996,6070.21209376859
"Finland",1995,5661.9038762361
"Finland",1994,5972.55427268616
"Finland",1993,5617.21537795619
"Finland",1992,5380.99306781923
"Finland",1991,5742.78422893888
"Finland",1990,5691.57118588425
"France",2012,3836.51454778271
"France",2011,3846.92831380676
"France",2010,4016.65844104869
"France",2009,3913.22547171705
"France",2008,4110.28480159335
"France",2007,4115.17303880712
"France",2006,4188.38999858883
"France",2005,4286.54380286127
"France",2004,4300.95453963759
"France",2003,4270.12047004536
"France",2002,4224.71831590388
"France",2001,4245.31594859472
"France",2000,4134.87457868652
"France",1999,4123.00136089231
"France",1998,4151.17873751989
"France",1997,4048.88862327435
"France",1996,4191.68300811561
"France",1995,3981.23482804441
"France",1994,3836.08693999596
"France",1993,4001.9422846679
"France",1992,3954.08879155584
"France",1991,4043.21874520184
"France",1990,3859.28383023284
"Gabon",2012,1974.43683117322
"Gabon",2011,2308.79661495063
"Gabon",2010,2970.04684107638
"Gabon",2009,2736.03815324921
"Gabon",2008,2584.72678999336
"Gabon",2007,2428.17597920729
"Gabon",2006,2248.59404179872
"Gabon",2005,2059.64262424804
"Gabon",2004,1834.77358850054
"Gabon",2003,1625.35566650561
"Gabon",2002,1420.35900829994
"Gabon",2001,1208.23441171293
"Gabon",2000,1155.30565189896
"Gabon",1999,1179.8093755138
"Gabon",1998,1243.06597940871
"Gabon",1997,1198.33599761317
"Gabon",1996,1213.77523572463
"Gabon",1995,1195.40110021355
"Gabon",1994,1118.36475675537
"Gabon",1993,1295.08442917617
"Gabon",1992,1256.99554482836
"Gabon",1991,1207.87726671914
"Gabon",1990,1201.80198325989
"Georgia",2012,993.739933288172
"Georgia",2011,943.543902326697
"Georgia",2010,824.543038190295
"Georgia",2009,811.531979051069
"Georgia",2008,780.719453473334
"Georgia",2007,865.592807341047
"Georgia",2006,781.24765645959
"Georgia",2005,727.880733966112
"Georgia",2004,707.986576155871
"Georgia",2003,684.582168444451
"Georgia",2002,639.419230542049
"Georgia",2001,640.301237578073
"Georgia",2000,703.721808300984
"Georgia",1999,669.329201056867
"Georgia",1998,716.23291223716
"Georgia",1997,755.825921116123
"Georgia",1996,834.024051923337
"Georgia",1995,799.841424627747
"Georgia",1994,968.724436919519
"Georgia",1993,1548.32338987192
"Georgia",1992,1776.76782599774
"Georgia",1991,2079.0525031535
"Georgia",1990,2585.26322365681
"Germany",2012,3876.94810409338
"Germany",2011,3869.81622904859
"Germany",2010,3997.07942080976
"Germany",2009,3790.50115157318
"Germany",2008,4036.83078099396
"Germany",2007,3985.81195485319
"Germany",2006,4204.65468948158
"Germany",2005,4086.50340728713
"Germany",2004,4114.38992751247
"Germany",2003,4084.50334562012
"Germany",2002,4108.40129887204
"Germany",2001,4209.79608663882
"Germany",2000,4094.0603595302
"Germany",1999,4079.93334441166
"Germany",1998,4177.29412931179
"Germany",1997,4203.35736659763
"Germany",1996,4246.55319132624
"Germany",1995,4119.68894801371
"Germany",1994,4088.79812984419
"Germany",1993,4122.69573982757
"Germany",1992,4190.98422047326
"Germany",1991,4302.89117530285
"Germany",1990,4421.36453086788
"Ghana",2012,318.590633477448
"Ghana",2011,301.706509985656
"Ghana",2010,289.61936981595
"Ghana",2009,272.194652812608
"Ghana",2008,257.780875321214
"Ghana",2007,264.4814141196
"Ghana",2006,271.440857894938
"Ghana",2005,261.599938587233
"Ghana",2004,271.024315950138
"Ghana",2003,278.518488513147
"Ghana",2002,302.455988021385
"Ghana",2001,312.77353452194
"Ghana",2000,319.156154772962
"Ghana",1999,400.495734661759
"Ghana",1998,395.139053198158
"Ghana",1997,382.984271985391
"Ghana",1996,375.185230225717
"Ghana",1995,371.083821122855
"Ghana",1994,362.814504484341
"Ghana",1993,356.998258733535
"Ghana",1992,349.145598683081
"Ghana",1991,345.574274728057
"Ghana",1990,342.528592316609
"Gibraltar",2012,5344.30970149254
"Gibraltar",2011,5297.24614365477
"Gibraltar",2010,5533.42716396904
"Gibraltar",2009,5579.96690353353
"Gibraltar",2008,5254.32594249622
"Gibraltar",2007,5229.19722629684
"Gibraltar",2006,5305.67478960354
"Gibraltar",2005,5177.9797633339
"Gibraltar",2004,5086.50229837025
"Gibraltar",2003,4798.02833822126
"Gibraltar",2002,4763.33715760792
"Gibraltar",2001,4721.58291547924
"Gibraltar",2000,4608.66587361667
"Gibraltar",1999,4401.444304026
"Gibraltar",1998,4230.02605297438
"Gibraltar",1997,4022.89217820345
"Gibraltar",1996,3886.54468735222
"Gibraltar",1995,3825.7697358821
"Gibraltar",1994,3918.59101238912
"Gibraltar",1993,3419.31558374511
"Gibraltar",1992,3405.78957134904
"Gibraltar",1991,2804.20927819772
"Gibraltar",1990,2106.27082036827
"Greece",2012,2403.23047211089
"Greece",2011,2407.76273606811
"Greece",2010,2482.11011603727
"Greece",2009,2649.66120066261
"Greece",2008,2745.49345851777
"Greece",2007,2734.75583458456
"Greece",2006,2742.62996079439
"Greece",2005,2753.05120068472
"Greece",2004,2711.46678988431
"Greece",2003,2666.45363728453
"Greece",2002,2597.7482892623
"Greece",2001,2578.11210543197
"Greece",2000,2506.6399477022
"Greece",1999,2390.08286610533
"Greece",1998,2389.79315254528
"Greece",1997,2282.13703465979
"Greece",1996,2206.10389487972
"Greece",1995,2147.13647870846
"Greece",1994,2138.25195316773
"Greece",1993,2090.7623645907
"Greece",1992,2129.89451643759
"Greece",1991,2094.6215026521
"Greece",1990,2102.67768529553
"Guatemala",2012,749.044543673626
"Guatemala",2011,750.609079011384
"Guatemala",2010,714.910222082715
"Guatemala",2009,668.796352049508
"Guatemala",2008,593.720684002874
"Guatemala",2007,631.567653287074
"Guatemala",2006,599.532971627894
"Guatemala",2005,602.385936307275
"Guatemala",2004,611.736235017081
"Guatemala",2003,606.747108052027
"Guatemala",2002,596.539803439682
"Guatemala",2001,605.505002920845
"Guatemala",2000,607.495529890565
"Guatemala",1999,604.311808299792
"Guatemala",1998,563.330697437991
"Guatemala",1997,530.395995240056
"Guatemala",1996,518.986248571929
"Guatemala",1995,517.205568386472
"Guatemala",1994,500.592576534328
"Guatemala",1993,487.016295905295
"Guatemala",1992,501.255598380353
"Guatemala",1991,487.88004148518
"Guatemala",1990,487.41071246056
"Haiti",2012,402.852974104369
"Haiti",2011,394.793432233187
"Haiti",2010,385.717696446568
"Haiti",2009,388.048553445314
"Haiti",2008,388.717909835642
"Haiti",2007,390.070042690524
"Haiti",2006,378.484782687523
"Haiti",2005,373.81073102207
"Haiti",2004,255.286035613055
"Haiti",2003,251.690233306042
"Haiti",2002,266.600673828898
"Haiti",2001,241.308815319287
"Haiti",2000,240.459915851547
"Haiti",1999,252.989636543861
"Haiti",1998,254.251140319885
"Haiti",1997,258.739671102536
"Haiti",1996,250.121708857998
"Haiti",1995,221.991326962197
"Haiti",1994,191.882519194597
"Haiti",1993,212.88208180301
"Haiti",1992,224.584292054434
"Haiti",1991,220.545693459788
"Haiti",1990,225.328146770169
"Honduras",2012,582.839979268381
"Honduras",2011,586.863514357314
"Honduras",2010,540.06533953115
"Honduras",2009,538.443686118979
"Honduras",2008,574.121208223825
"Honduras",2007,591.801563311175
"Honduras",2006,515.623741155813
"Honduras",2005,543.315963420733
"Honduras",2004,532.571480889513
"Honduras",2003,506.557661810852
"Honduras",2002,478.084755526711
"Honduras",2001,471.730706429979
"Honduras",2000,449.314940905626
"Honduras",1999,451.364250740849
"Honduras",1998,527.120154799758
"Honduras",1997,504.095465707656
"Honduras",1996,474.417013159766
"Honduras",1995,485.819648666949
"Honduras",1994,469.872459151301
"Honduras",1993,465.482265177399
"Honduras",1992,468.394734744631
"Honduras",1991,461.893629782599
"Honduras",1990,470.901406901006
"Hong Kong SAR, China",2012,1994.71559838324
"Hong Kong SAR, China",2011,2087.21166355563
"Hong Kong SAR, China",2010,1946.64616611144
"Hong Kong SAR, China",2009,2107.36633776962
"Hong Kong SAR, China",2008,2006.29854264279
"Hong Kong SAR, China",2007,2058.5975160129
"Hong Kong SAR, China",2006,1932.9096848522
"Hong Kong SAR, China",2005,1844.49040098632
"Hong Kong SAR, China",2004,1872.470258716
"Hong Kong SAR, China",2003,2009.21836928745
"Hong Kong SAR, China",2002,1949.17275841106
"Hong Kong SAR, China",2001,2109.68038365876
"Hong Kong SAR, China",2000,2039.05416354089
"Hong Kong SAR, China",1999,2431.8825399228
"Hong Kong SAR, China",1998,2002.52380151902
"Hong Kong SAR, China",1997,1546.68161434978
"Hong Kong SAR, China",1996,1621.48721933028
"Hong Kong SAR, China",1995,1719.89782492162
"Hong Kong SAR, China",1994,1761.47811246976
"Hong Kong SAR, China",1993,1784.39349262837
"Hong Kong SAR, China",1992,1831.05473666063
"Hong Kong SAR, China",1991,1554.12273991655
"Hong Kong SAR, China",1990,1510.63388552897
"Hungary",2012,2365.55369652841
"Hungary",2011,2500.32135857711
"Hungary",2010,2568.94899141732
"Hungary",2009,2478.10169965029
"Hungary",2008,2636.64677330211
"Hungary",2007,2658.03637311079
"Hungary",2006,2713.25708419014
"Hungary",2005,2731.03970282733
"Hungary",2004,2579.29172092696
"Hungary",2003,2580.20749584977
"Hungary",2002,2520.1524657709
"Hungary",2001,2512.67485022934
"Hungary",2000,2448.14033846536
"Hungary",1999,2490.71260352839
"Hungary",1998,2502.20404672641
"Hungary",1997,2527.30162598734
"Hungary",1996,2572.97436059569
"Hungary",1995,2503.0778011156
"Hungary",1994,2406.68835208692
"Hungary",1993,2481.44841194174
"Hungary",1992,2423.17944795142
"Hungary",1991,2642.9225711917
"Hungary",1990,2774.4920275597
"Iceland",2012,17630.0714650968
"Iceland",2011,18157.598099143
"Iceland",2010,17023.1668244031
"Iceland",2009,16911.07978361
"Iceland",2008,16353.8312739829
"Iceland",2007,14746.0313384644
"Iceland",2006,12734.0066231706
"Iceland",2005,10524.8774997135
"Iceland",2004,10524.2507035888
"Iceland",2003,10731.3286428273
"Iceland",2002,10804.6417156193
"Iceland",2001,10589.466185677
"Iceland",2000,11091.5488700414
"Iceland",1999,10038.3119247533
"Iceland",1998,9036.65429652578
"Iceland",1997,8584.10049865746
"Iceland",1996,8847.78518198992
"Iceland",1995,8255.76891441219
"Iceland",1994,8293.41292604719
"Iceland",1993,8249.53644895251
"Iceland",1992,7755.39441577893
"Iceland",1991,8054.3567225375
"Iceland",1990,8907.79198354956
"India",2012,595.062341209912
"India",2011,574.624111911931
"India",2010,558.786561604894
"India",2009,541.994376843597
"India",2008,499.038799581952
"India",2007,482.456440111541
"India",2006,463.39977792134
"India",2005,447.027936261479
"India",2004,437.133075721326
"India",2003,422.057098828078
"India",2002,419.354274824374
"India",2001,414.483430552776
"India",2000,416.083287462528
"India",1999,413.988636852103
"India",1998,398.735766900454
"India",1997,396.809196260616
"India",1996,389.063747986692
"India",1995,384.949469335657
"India",1994,371.359388822458
"India",1993,364.928679967077
"India",1992,363.771625426897
"India",1991,358.304036063303
"India",1990,351.212138119043
"Indonesia",2012,847.172044086569
"Indonesia",2011,826.870953225005
"Indonesia",2010,869.232966783722
"Indonesia",2009,837.709531144987
"Indonesia",2008,784.87765538394
"Indonesia",2007,779.737358982463
"Indonesia",2006,793.773030103565
"Indonesia",2005,785.675596524176
"Indonesia",2004,781.802006868282
"Indonesia",2003,742.771660949565
"Indonesia",2002,750.645380553915
"Indonesia",2001,733.782413395323
"Indonesia",2000,727.117768243486
"Indonesia",1999,680.603005039268
"Indonesia",1998,659.539142498264
"Indonesia",1997,684.918648501522
"Indonesia",1996,673.357577103964
"Indonesia",1995,660.393085779348
"Indonesia",1994,608.621714708128
"Indonesia",1993,617.933490422236
"Indonesia",1992,572.070742257402
"Indonesia",1991,558.261741770507
"Indonesia",1990,541.546723950852
"Iran, Islamic Rep.",2012,2803.11124355736
"Iran, Islamic Rep.",2011,2728.66256410168
"Iran, Islamic Rep.",2010,2710.2582055807
"Iran, Islamic Rep.",2009,2747.84383798836
"Iran, Islamic Rep.",2008,2790.83398908056
"Iran, Islamic Rep.",2007,2640.22008584195
"Iran, Islamic Rep.",2006,2531.89028079111
"Iran, Islamic Rep.",2005,2460.26712834239
"Iran, Islamic Rep.",2004,2252.85571560284
"Iran, Islamic Rep.",2003,2099.45404952791
"Iran, Islamic Rep.",2002,2050.49911761408
"Iran, Islamic Rep.",2001,2001.85425236271
"Iran, Islamic Rep.",2000,1876.93160526051
"Iran, Islamic Rep.",1999,1957.68274849323
"Iran, Islamic Rep.",1998,1753.31078703706
"Iran, Islamic Rep.",1997,1748.66486814381
"Iran, Islamic Rep.",1996,1584.88398834138
"Iran, Islamic Rep.",1995,1664.80018055489
"Iran, Islamic Rep.",1994,1612.1187717436
"Iran, Islamic Rep.",1993,1457.71037042157
"Iran, Islamic Rep.",1992,1362.64187155107
"Iran, Islamic Rep.",1991,1325.30951460077
"Iran, Islamic Rep.",1990,1242.59653373685
"Iraq",2012,1354.32407917365
"Iraq",2011,1267.55468772512
"Iraq",2010,1199.78698139686
"Iraq",2009,1087.63704627152
"Iraq",2008,940.755649671349
"Iraq",2007,885.395382215491
"Iraq",2006,862.762923470177
"Iraq",2005,920.958779852066
"Iraq",2004,936.904114254422
"Iraq",2003,936.957694835863
"Iraq",2002,1051.27840074304
"Iraq",2001,1141.6083427205
"Iraq",2000,1054.18005983063
"Iraq",1999,925.984186717336
"Iraq",1998,1238.11459680201
"Iraq",1997,1791.61838127391
"Iraq",1996,1553.85785476188
"Iraq",1995,1603.1408490143
"Iraq",1994,1726.65537110618
"Iraq",1993,1599.14583564169
"Iraq",1992,1289.42612000116
"Iraq",1991,894.065395230337
"Iraq",1990,1135.06277840534
"Ireland",2012,2853.0648654983
"Ireland",2011,2865.37473985193
"Ireland",2010,3152.00360514061
"Ireland",2009,3149.5651406995
"Ireland",2008,3293.88463505425
"Ireland",2007,3416.03094562283
"Ireland",2006,3424.16085207967
"Ireland",2005,3503.64286377074
"Ireland",2004,3558.0859413964
"Ireland",2003,3515.09450344437
"Ireland",2002,3661.32224061006
"Ireland",2001,3713.51386863164
"Ireland",2000,3626.74716057663
"Ireland",1999,3544.38761623166
"Ireland",1998,3417.56852702187
"Ireland",1997,3255.49845121525
"Ireland",1996,3122.33560869936
"Ireland",1995,2951.91309342806
"Ireland",1994,2941.61324158461
"Ireland",1993,2813.7104646445
"Ireland",1992,2775.21800344534
"Ireland",1991,2827.84449817287
"Ireland",1990,2820.41016808889
"Israel",2012,3067.74249415334
"Israel",2011,2980.17615699606
"Israel",2010,3042.43402067265
"Israel",2009,2873.87610879555
"Israel",2008,3129.12776379159
"Israel",2007,2898.15336833749
"Israel",2006,2882.39902462537
"Israel",2005,2661.44918543744
"Israel",2004,2821.99691584667
"Israel",2003,2949.30041705906
"Israel",2002,2862.79573820396
"Israel",2001,2973.04270849511
"Israel",2000,2899.42661790428
"Israel",1999,2737.73665306122
"Israel",1998,2885.72651147211
"Israel",1997,2881.12834132968
"Israel",1996,2801.2083626142
"Israel",1995,2796.2515779982
"Israel",1994,2738.39970364882
"Israel",1993,2634.6740163467
"Israel",1992,2580.9693538942
"Israel",1991,2324.53930086886
"Israel",1990,2460.46545064378
"Italy",2012,2709.29772810307
"Italy",2011,2828.40489139601
"Italy",2010,2930.58852412547
"Italy",2009,2869.92071205584
"Italy",2008,3087.5663310273
"Italy",2007,3149.57655346296
"Italy",2006,3175.79987086883
"Italy",2005,3214.67412061146
"Italy",2004,3169.93264162306
"Italy",2003,3168.52902114021
"Italy",2002,3037.2669647055
"Italy",2001,3020.62119454278
"Italy",2000,3012.19499987601
"Italy",1999,2957.31148591361
"Italy",1998,2912.94736525428
"Italy",1997,2834.4029460732
"Italy",1996,2796.15473585155
"Italy",1995,2799.37576154289
"Italy",1994,2578.46597846012
"Italy",1993,2611.99043754026
"Italy",1992,2627.34000777188
"Italy",1991,2645.67323732766
"Italy",1990,2583.88807748482
"Jamaica",2012,1003.52777013838
"Jamaica",2011,1038.66477263417
"Jamaica",2010,978.055492966814
"Jamaica",2009,1109.29102656075
"Jamaica",2008,1298.53214589066
"Jamaica",2007,1549.08391427432
"Jamaica",2006,1546.9657874973
"Jamaica",2005,1387.24955292818
"Jamaica",2004,1410.99554658667
"Jamaica",2003,1401.80465910004
"Jamaica",2002,1352.07509237205
"Jamaica",2001,1456.99806315597
"Jamaica",2000,1459.79813988565
"Jamaica",1999,1388.51260134246
"Jamaica",1998,1361.13479680521
"Jamaica",1997,1320.75880818207
"Jamaica",1996,1332.36092785565
"Jamaica",1995,1276.07624537135
"Jamaica",1994,1211.07793229321
"Jamaica",1993,1200.01773033783
"Jamaica",1992,1208.48205887354
"Jamaica",1991,1158.88521216137
"Jamaica",1990,1164.12544993165
"Japan",2012,3537.3631698125
"Japan",2011,3610.81216900174
"Japan",2010,3893.26660420083
"Japan",2009,3678.51113263099
"Japan",2008,3858.43452050944
"Japan",2007,4012.65424488871
"Japan",2006,4053.88343735824
"Japan",2005,4062.97904878182
"Japan",2004,4078.21054155807
"Japan",2003,3953.18450805681
"Japan",2002,3991.97756679352
"Japan",2001,4008.26803199396
"Japan",2000,4083.83169745276
"Japan",1999,4011.22477908253
"Japan",1998,3955.62762658228
"Japan",1997,4041.16767018095
"Japan",1996,4008.4762359153
"Japan",1995,3934.9595606988
"Japan",1994,3844.28667976801
"Japan",1993,3655.96684264073
"Japan",1992,3644.19475989552
"Japan",1991,3574.00592914072
"Japan",1990,3552.8585820956
"Jordan",2012,1088.46188564591
"Jordan",2011,993.80195162293
"Jordan",2010,1024.81598578498
"Jordan",2009,1099.91692344495
"Jordan",2008,1065.74828132545
"Jordan",2007,1113.61935361585
"Jordan",2006,1128.0633450678
"Jordan",2005,1175.72017707387
"Jordan",2004,1123.93593186927
"Jordan",2003,958.710865609474
"Jordan",2002,959.118246273551
"Jordan",2001,932.966256141893
"Jordan",2000,962.324674744184
"Jordan",1999,938.808772363923
"Jordan",1998,962.420962913284
"Jordan",1997,952.483963271588
"Jordan",1996,957.628394792778
"Jordan",1995,964.855956278269
"Jordan",1994,943.72331508408
"Jordan",1993,923.964100919608
"Jordan",1992,983.133719707868
"Jordan",1991,922.978230019319
"Jordan",1990,940.634726268874
"Kazakhstan",2012,4398.94414572576
"Kazakhstan",2011,4670.82095151101
"Kazakhstan",2010,4234.8510636525
"Kazakhstan",2009,3944.28826715414
"Kazakhstan",2008,4428.08693296507
"Kazakhstan",2007,4267.99306027722
"Kazakhstan",2006,4012.78481273131
"Kazakhstan",2005,3358.97112232372
"Kazakhstan",2004,3383.07467722606
"Kazakhstan",2003,2891.09283447824
"Kazakhstan",2002,2674.25567408944
"Kazakhstan",2001,2324.54766970862
"Kazakhstan",2000,2397.20233496864
"Kazakhstan",1999,2406.25730571863
"Kazakhstan",1998,2610.01974569456
"Kazakhstan",1997,2575.55268691547
"Kazakhstan",1996,2911.2821375629
"Kazakhstan",1995,3303.138804835
"Kazakhstan",1994,3600.82519466713
"Kazakhstan",1993,4006.14144523497
"Kazakhstan",1992,4796.14425246645
"Kazakhstan",1991,4555.56215399116
"Kazakhstan",1990,4492.85307071201
"Kenya",2012,461.2606797917
"Kenya",2011,467.344264159164
"Kenya",2010,470.149389799266
"Kenya",2009,463.032712651759
"Kenya",2008,450.388886386635
"Kenya",2007,448.213759766761
"Kenya",2006,451.852069909988
"Kenya",2005,446.458291309798
"Kenya",2004,444.015630563446
"Kenya",2003,435.153668115393
"Kenya",2002,438.647792576549
"Kenya",2001,446.220753027727
"Kenya",2000,453.765259416317
"Kenya",1999,451.257993916863
"Kenya",1998,454.113244869398
"Kenya",1997,449.686196687494
"Kenya",1996,456.437735354944
"Kenya",1995,452.430054571436
"Kenya",1994,444.098824875609
"Kenya",1993,452.096126982577
"Kenya",1992,454.263296192937
"Kenya",1991,456.264017809006
"Kenya",1990,462.472739609405
"Korea, Dem. People's Rep.",2012,572.77642794031
"Korea, Dem. People's Rep.",2011,564.818519073092
"Korea, Dem. People's Rep.",2010,765.837473089978
"Korea, Dem. People's Rep.",2009,810.308634836047
"Korea, Dem. People's Rep.",2008,824.342362005353
"Korea, Dem. People's Rep.",2007,751.58555172076
"Korea, Dem. People's Rep.",2006,889.167499217376
"Korea, Dem. People's Rep.",2005,885.269031776381
"Korea, Dem. People's Rep.",2004,855.877110167344
"Korea, Dem. People's Rep.",2003,842.196020664118
"Korea, Dem. People's Rep.",2002,827.701489749036
"Korea, Dem. People's Rep.",2001,866.32348499238
"Korea, Dem. People's Rep.",2000,843.790226232578
"Korea, Dem. People's Rep.",1999,793.32399261557
"Korea, Dem. People's Rep.",1998,746.38480212248
"Korea, Dem. People's Rep.",1997,806.702549610067
"Korea, Dem. People's Rep.",1996,854.801467404741
"Korea, Dem. People's Rep.",1995,982.105543508094
"Korea, Dem. People's Rep.",1994,1054.44029635527
"Korea, Dem. People's Rep.",1993,1170.66201711963
"Korea, Dem. People's Rep.",1992,1292.5837049092
"Korea, Dem. People's Rep.",1991,1501.44277667806
"Korea, Dem. People's Rep.",1990,1597.25009078333
"Korea, Rep.",2012,5248.51989108414
"Korea, Rep.",2011,5216.58780873474
"Korea, Rep.",2010,5045.48774882698
"Korea, Rep.",2009,4649.76574209758
"Korea, Rep.",2008,4629.77792060244
"Korea, Rep.",2007,4564.98783020283
"Korea, Rep.",2006,4412.52711800821
"Korea, Rep.",2005,4364.21909084115
"Korea, Rep.",2004,4332.6677414717
"Korea, Rep.",2003,4233.4873245883
"Korea, Rep.",2002,4170.47614661985
"Korea, Rep.",2001,4033.31896845449
"Korea, Rep.",2000,4002.67128368549
"Korea, Rep.",1999,3708.70521294343
"Korea, Rep.",1998,3377.63507431097
"Korea, Rep.",1997,3726.15776616316
"Korea, Rep.",1996,3454.85485115206
"Korea, Rep.",1995,3210.13203581905
"Korea, Rep.",1994,2958.40772966166
"Korea, Rep.",1993,2814.18823120312
"Korea, Rep.",1992,2534.34102827464
"Korea, Rep.",1991,2306.64347206365
"Korea, Rep.",1990,2167.33960770932
"Kuwait",2012,10956.1058049061
"Kuwait",2011,10299.9689868234
"Kuwait",2010,10898.2535581832
"Kuwait",2009,11235.7850870133
"Kuwait",2008,10831.5232767368
"Kuwait",2007,10477.5330315637
"Kuwait",2006,10858.5263913271
"Kuwait",2005,11757.0254669963
"Kuwait",2004,10851.4920726025
"Kuwait",2003,10421.2878764086
"Kuwait",2002,10033.6769621816
"Kuwait",2001,10029.6439075873
"Kuwait",2000,9673.32488845683
"Kuwait",1999,9597.35957776254
"Kuwait",1998,9226.97005403552
"Kuwait",1997,8342.31277548045
"Kuwait",1996,8540.50153876141
"Kuwait",1995,8936.55110915635
